order_id,order_date,orig_port_cd,dest_port_cd,carrier,plant_code,customer,product_id,unit_quantity,weight,tpt,svc_cd,ship_ahead_day_count,ship_late_day_count,is_on_time,is_late,is_early,mode_dsc,carrier_type,minimum_cost,rate,freight_cost_est,daily_capacity,wh_cost_per_unit
1447136686.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1672721,465,12.04,2,DTP,0,0,True,False,False,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137091.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V5555_33,1677891,2650,6.9,2,DTP,0,0,True,False,False,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137127.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V5555555_19,1654766,3207,48.68,1,DTD,3,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,9.833359999999995,1013,0.5175018916254618
1447137128.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V5555555_19,1678493,1330,9.489330537642491,1,DTD,3,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,1.9168447686037824,1013,0.5175018916254618
1447137142.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V5555555_19,1654766,3133,45.58,1,DTD,3,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,9.207159999999995,1013,0.5175018916254618
1447137143.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V5555555_19,1678493,2039,16.48221756273749,1,DTD,3,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,3.329407947672971,1013,0.5175018916254618
1447137152.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1695348,457,0.7037787799905876,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137153.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1695348,467,0.7037787799905876,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137154.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1695348,457,0.7037787799905876,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137155.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1695348,438,0.7037787799905876,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137156.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1695348,497,0.7037787799905876,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137157.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,1291,8.87914842161734,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137158.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,343,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137159.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,337,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137160.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,350,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137161.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,395,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137162.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,349,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137163.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,353,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137164.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,368,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137165.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,411,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
1447137166.7,2013-05-26,PORT04,PORT09,V444_0,PLANT03,V55555555_5,1696074,352,0.8879148421617342,2,DTP,3,0,True,False,True,AIR   ,V88888888_0,1.4992,0.0484,1.4992,1013,0.5175018916254618
